"p_x";"p_y";"p_z";"v_x";"v_y";"v_z";"q_x";"q_y";"q_z";"q_w"
-0.0670952;-0.0705514;0.0263815;0.0425369;0.0267315;-0.0034972;0.11083;-0.167538;-0.120249;0.972208
-0.0601075;-0.0673856;0.0304394;0.0252093;0.0204205;0.00145341;0.115586;-0.243917;-0.138898;0.952813
-0.0518912;-0.0633909;0.0250823;0.0324185;0.0075809;-0.0165593;0.140819;-0.306901;-0.138611;0.931004
-0.0522192;-0.0609653;0.0235725;-0.0330491;-0.00177468;-0.000748008;0.155964;-0.347422;-0.134341;0.914837
-0.0667786;-0.0568226;0.0218755;-0.0354815;0.0135377;-0.0110942;0.197625;-0.391995;-0.12471;0.889793
-0.0735578;-0.0539152;0.0204254;-0.0107233;-0.0081404;-0.00476655;0.217774;-0.434224;-0.109711;0.867172
-0.0712591;-0.0506138;0.0218832;0.00468767;0.0429869;0.03953;0.223803;-0.443807;-0.1064;0.861177
-0.0606285;-0.0327998;0.0409079;0.0735285;0.0899844;0.0755268;0.17137;-0.437985;-0.120176;0.874276
-0.0274998;-0.0109534;0.0544751;0.173232;0.057053;-0.003017;0.115313;-0.409269;-0.151428;0.892341
0.0204257;-0.0195697;0.0479388;0.201062;-0.135675;-0.0395515;0.103383;-0.379741;-0.164559;0.90445
0.0769387;-0.0600472;0.043315;0.225253;-0.156316;0.0285271;0.0761371;-0.350719;-0.201158;0.911446
0.133371;-0.092822;0.0488157;0.206549;-0.114298;0.00746097;0.0583028;-0.341741;-0.242715;0.906037
0.177834;-0.125625;0.0471174;0.147697;-0.162641;-0.0466048;0.0352003;-0.334406;-0.284504;0.89777
0.206551;-0.165647;0.0395627;0.070166;-0.110705;0.0174331;0.0224293;-0.343532;-0.317906;0.883413
0.215269;-0.185365;0.0533102;0.0243546;-0.0630874;0.0553116;-0.000793116;-0.341601;-0.352474;0.871247
0.219535;-0.194493;0.0561925;-0.0139738;-0.0150265;-0.00685059;-0.0169445;-0.334834;-0.386952;0.858992
0.221301;-0.193011;0.0546958;0.0144351;0.0284552;0.0088448;-0.0435122;-0.314664;-0.413216;0.853432
0.223781;-0.179257;0.0591546;0.0126686;0.0877114;0.0184179;-0.0529167;-0.298536;-0.437293;0.84667
0.226096;-0.158284;0.0540493;-0.0416853;0.0930864;-0.0619874;-0.0477181;-0.272786;-0.466038;0.840309
0.201985;-0.134326;0.046221;-0.112936;0.107595;-0.0363494;-0.048701;-0.235091;-0.49459;0.835309
0.176888;-0.106831;0.0380509;-0.0788202;0.114816;-0.0148026;-0.0424124;-0.20411;-0.519622;0.828573
0.160986;-0.0837035;0.0321008;-0.0160312;0.0598358;-0.0310345;-0.0316498;-0.170675;-0.528875;0.830758
0.166916;-0.0765744;0.0225218;0.0303911;0.0097326;-0.0774866;-0.0065011;-0.133951;-0.513257;0.847692
0.172933;-0.0673444;0.00035797;0.0215684;0.0600174;-0.109966;0.0439597;-0.0884244;-0.487348;0.867606
0.170535;-0.0455761;-0.0301635;-0.058441;0.112036;-0.120651;0.105733;-0.0471458;-0.475815;0.871893
0.157493;-0.0225007;-0.0573489;-0.0498576;0.0816393;-0.0895656;0.157837;-0.0155556;-0.472056;0.867184
0.145522;-0.000741593;-0.0789445;-0.0240447;0.0857897;-0.0728513;0.198593;0.00947635;-0.465545;0.862403
0.134572;0.0247176;-0.0909964;-0.0568217;0.112206;-0.0213873;0.228375;0.0263251;-0.46235;0.856379
0.123986;0.0531234;-0.102526;-0.0372704;0.133041;-0.0684592;0.269671;0.0380672;-0.444976;0.853126
0.1099;0.0963843;-0.122856;-0.0365055;0.194937;-0.101995;0.300094;0.0629984;-0.404393;0.86165
0.0996906;0.14012;-0.143319;-0.0329045;0.151848;-0.0391977;0.322366;0.0972875;-0.374651;0.863859
0.0957169;0.166019;-0.145634;-0.0119791;0.048205;0.0329183;0.332705;0.113507;-0.366552;0.861431
0.0962104;0.175348;-0.136642;-0.00207752;0.0438783;0.0221617;0.352366;0.126984;-0.328296;0.867142
0.0915141;0.186574;-0.134056;-0.0187611;0.022514;0.0414411;0.363668;0.129881;-0.289866;0.875702
0.0919375;0.189919;-0.113125;0.00456444;0.0409648;0.114067;0.34078;0.1211;-0.243699;0.899897
0.0749165;0.214127;-0.0762797;-0.140519;0.151142;0.146492;0.307073;0.092559;-0.201184;0.925561
0.034907;0.260126;-0.0369192;-0.137177;0.16184;0.170393;0.269015;0.0685655;-0.166666;0.946125
0.0120775;0.286382;-0.0113796;-0.0400791;0.00742723;-0.000743387;0.220362;0.0436201;-0.14231;0.963995
0.00894135;0.27123;-0.0111777;-0.0255774;-0.142703;0.022555;0.194626;0.0203986;-0.104961;0.975032
-0.00342242;0.229748;-0.00147492;-0.0794778;-0.186773;0.0180621;0.169714;0.00364315;-0.0965624;0.980744
-0.0312211;0.191906;0.0035271;-0.171783;-0.119872;0.0118516;0.156964;-0.00547942;-0.0798855;0.984353
-0.07998;0.166856;0.00515481;-0.207015;-0.105035;0.00297556;0.15889;-0.0154859;-0.0533102;0.985734
-0.128734;0.14071;0.00772805;-0.165899;-0.130967;0.0260374;0.154491;-0.0158649;-0.00279226;0.987863
-0.159338;0.102305;0.0136221;-0.115358;-0.142868;0.0197735;0.132421;-0.0259854;0.0521991;0.989477
-0.191309;0.0659411;0.0147911;-0.134781;-0.152941;-0.00348234;0.1358;-0.0311133;0.0863497;0.986476
-0.222568;0.0278073;0.0190449;-0.105034;-0.136258;0.0096679;0.111035;-0.02749;0.113114;0.986976
-0.236463;0.000439151;0.0198145;-0.0241594;-0.0856022;0.0162957;0.127732;-0.0245598;0.128154;0.983188
-0.247066;-0.014282;0.0320417;-0.0567939;-0.0289024;0.0506796;0.127289;-0.0407307;0.116359;0.984174
-0.259185;-0.0211961;0.0465483;-0.0347165;-0.042197;-0.00810502;0.120836;-0.0215972;0.125354;0.984489
-0.274262;-0.0274517;0.0368188;-0.107432;-0.00752791;-0.0452528;0.121398;-0.0193809;0.149061;0.981156
-0.300559;-0.03084;0.0255793;-0.0890034;0.000926447;-0.0261838;0.142238;-0.0194295;0.178377;0.973433
-0.316512;-0.0297707;0.0240302;-0.0572585;0.0221104;0.0146645;0.123307;-0.0207193;0.221126;0.967197
-0.326257;-0.0243194;0.0269046;-0.0353578;0.0212636;0.0284034;0.102201;-0.0184139;0.257923;0.960568
-0.332288;-0.0242083;0.0404709;-0.0232832;-0.0329775;0.0768938;0.0789973;-0.0157935;0.296409;0.951657
-0.34287;-0.0336614;0.0563688;-0.0795409;-0.0379482;0.0436877;0.0325588;0.00678633;0.324126;0.945429
-0.367341;-0.0419886;0.0722061;-0.0957803;-0.000220378;0.0170877;-0.0117381;0.0449787;0.335393;0.940931
-0.387033;-0.0450483;0.0692162;-0.0544271;-0.013084;0.00638768;-0.0338246;0.10309;0.339081;0.93448
-0.389524;-0.0426608;0.0810885;0.046286;0.0206134;0.0586444;-0.083219;0.136685;0.366036;0.916738
-0.369924;-0.0377595;0.0876118;0.0760228;0.0255882;-0.00629552;-0.113488;0.160957;0.394114;0.897712
-0.360631;-0.0384723;0.0787212;-0.00252123;-0.0336345;-0.0648525;-0.139163;0.201513;0.407007;0.879984
-0.366168;-0.0483146;0.0673237;-0.0343969;-0.0186925;-0.00982655;-0.160702;0.242814;0.409243;0.864718
-0.379113;-0.0469231;0.0696862;-0.0808319;0.0181457;0.0271576;-0.208509;0.293227;0.418378;0.833967
-0.398103;-0.0439546;0.0761064;-0.0587158;0.00238532;0.0148045;-0.24183;0.347312;0.420973;0.802293
-0.403398;-0.0436934;0.0824977;0.00547244;-0.00561223;0.00987007;-0.25884;0.345233;0.425983;0.795207
-0.396845;-0.041999;0.0827671;0.0148769;0.0385305;0.0203761;-0.230524;0.312616;0.432801;0.813519
-0.396232;-0.0393165;0.0899907;0.0171449;-0.00378485;0.0128941;-0.202789;0.270345;0.437934;0.833069
-0.395128;-0.0421989;0.0908734;0.00894783;-0.00728358;-0.0194393;-0.164599;0.217803;0.428088;0.861516
-0.386244;-0.0427469;0.0853904;0.0523892;0.021817;-0.0432595;-0.134531;0.164194;0.421652;0.881562
-0.374693;-0.0353189;0.0698588;0.0581186;0.035403;-0.0839915;-0.0917731;0.124383;0.414916;0.896633
-0.354628;-0.028973;0.0525964;0.0805041;0.0204236;-0.0455055;-0.0573994;0.0870991;0.404711;0.908476
-0.332258;-0.0258119;0.0420658;0.086788;0.00572506;-0.0410875;-0.0207658;0.0339504;0.375473;0.925978
-0.312401;-0.0287999;0.0335858;0.0729351;-0.0166832;-0.0145633;0.0189988;-0.0175151;0.339549;0.940233
-0.286509;-0.0331593;0.029372;0.135987;-0.00713599;-0.038175;0.0285808;-0.0587443;0.324446;0.943646
-0.245253;-0.0342921;0.015594;0.179995;0.00526889;-0.0745555;0.0462576;-0.0835859;0.327859;0.939884
-0.20896;-0.0264845;-0.00979633;0.128212;0.0366501;-0.116386;0.0897718;-0.11106;0.330295;0.933012
-0.179273;-0.0181746;-0.0378394;0.104043;0.024405;-0.0977534;0.147105;-0.132823;0.327676;0.923768
-0.164477;-0.0184207;-0.0641061;0.0600134;-0.00250104;-0.105801;0.187087;-0.148011;0.322184;0.916127
-0.136646;-0.00888352;-0.0916911;0.132671;0.0288792;-0.0892981;0.243735;-0.166181;0.327847;0.897493
-0.107995;-0.00736277;-0.100003;0.0942935;-0.0126653;0.0112141;0.265975;-0.181144;0.335133;0.885511
-0.0906592;-0.012913;-0.0938921;0.0475501;-0.0225392;0.0238841;0.290971;-0.201063;0.338875;0.871822
-0.0831144;-0.014587;-0.0891424;0.0013565;-0.00841258;0.0231494;0.313935;-0.210114;0.351478;0.856598
-0.0794395;-0.0151749;-0.0919643;0.0185923;0.00394259;-0.0383002;0.348351;-0.219211;0.35487;0.839443
-0.0778237;-0.00802863;-0.0974898;0.0133801;0.00866616;0.0104719;0.386473;-0.222745;0.364811;0.817274
-0.0717486;-0.012824;-0.0878063;0.0340965;-0.0580596;0.0456154;0.378664;-0.233444;0.375762;0.81297
-0.0591999;-0.0320052;-0.0766015;0.0762077;-0.0817567;0.0506635;0.357192;-0.234389;0.375924;0.822287
-0.0363061;-0.0522902;-0.0614905;0.0903593;-0.0879791;0.0791256;0.337656;-0.247061;0.36928;0.829808
-0.0181657;-0.0716162;-0.0418661;0.0687923;-0.0530772;0.0631508;0.316603;-0.255114;0.356596;0.841141
-0.00292938;-0.0827809;-0.0338146;0.0540328;-0.0484997;-0.00100175;0.296729;-0.264926;0.344062;0.850522
0.00837046;-0.0979776;-0.0417167;0.0297501;-0.0854603;-0.041067;0.29143;-0.26851;0.312463;0.86333
0.0107188;-0.122347;-0.0473134;-0.00358969;-0.0932165;-0.0026214;0.273693;-0.267045;0.263627;0.885596
0.00634024;-0.13936;-0.0469323;-0.0357673;-0.0569114;-0.0118409;0.251807;-0.259969;0.211255;0.907954
-0.00655324;-0.155496;-0.0453899;-0.0496303;-0.0564696;0.0283483;0.229214;-0.243771;0.161252;0.928458
-0.0147509;-0.164959;-0.0377459;-0.00363545;-0.0227001;-0.00108761;0.207933;-0.213564;0.116728;0.94738
-0.02106;-0.165856;-0.0424333;-0.053898;0.0256899;-0.00141896;0.180487;-0.167866;0.0586822;0.967369
-0.0362055;-0.158874;-0.0390565;-0.0760425;0.0243641;0.0197721;0.146647;-0.128437;0.0232024;0.980541
-0.0593725;-0.159015;-0.0299776;-0.104878;-0.00938966;0.0632053;0.123028;-0.10212;-0.0179626;0.986972
-0.0781653;-0.158843;-0.0108743;-0.0691455;0.01116;0.0832347;0.0831134;-0.0773352;-0.0566378;0.991919
-0.0875638;-0.156033;0.00613427;-0.0147002;0.0185202;0.0380279;0.0363678;-0.0542806;-0.0941063;0.993416
-0.090957;-0.15213;0.0165905;-0.0354456;0.00691961;0.0441982;0.00547383;-0.0267613;-0.125538;0.991713
-0.107791;-0.153632;0.0271405;-0.0917397;-0.0106004;0.0619125;-0.0299459;-0.00273686;-0.147519;0.988602
-0.124232;-0.15684;0.0458035;-0.0444273;-0.00639255;0.119653;-0.0644558;0.00872839;-0.158279;0.98525
-0.123017;-0.157288;0.0790153;0.0223964;-0.00881783;0.135027;-0.116731;0.0303616;-0.154424;0.980615
-0.114763;-0.155564;0.112696;0.0528142;0.0284061;0.128625;-0.146738;0.0340544;-0.146232;0.977714
-0.0959565;-0.149074;0.149931;0.0856655;0.0367956;0.155898;-0.185907;0.0319692;-0.136547;0.972508
-0.0777455;-0.140182;0.186058;0.0880925;0.0303336;0.107447;-0.216537;0.0235045;-0.124075;0.968073
-0.0573269;-0.13005;0.198367;0.0797743;0.0312207;-0.00370583;-0.22534;0.0133383;-0.111981;0.967731
-0.0295146;-0.125046;0.189559;0.163385;0.0178598;-0.0535154;-0.208751;-0.0100516;-0.0837473;0.974325
0.0138847;-0.117555;0.182419;0.155919;0.0376949;-0.0136868;-0.198676;-0.0245349;-0.0402155;0.978932
0.0444756;-0.106541;0.183963;0.0924261;0.043411;-0.00495035;-0.193038;-0.0390437;0.000585506;0.980414
0.0636424;-0.0920675;0.182374;0.0809363;0.0515118;0.00262145;-0.187931;-0.0472055;0.0355784;0.980402
0.0946061;-0.0840269;0.186997;0.132838;0.014591;0.0312856;-0.192677;-0.0595672;0.0891502;0.975387
0.12678;-0.0760128;0.201719;0.112606;0.0365978;0.0667313;-0.211594;-0.0666457;0.134682;0.965737
0.146534;-0.0650493;0.220947;0.0602815;0.0451762;0.0839486;-0.230413;-0.0735893;0.164649;0.956235
0.155853;-0.0558251;0.233406;0.0451438;0.0416725;0.00915755;-0.234046;-0.0831186;0.193189;0.949206
0.162662;-0.0449506;0.230859;0.0138531;0.0394426;-0.0334439;-0.208066;-0.113801;0.219214;0.946416
0.171873;-0.0366572;0.222657;0.0462328;0.0358036;-0.0308909;-0.18337;-0.139975;0.24628;0.941344
0.184306;-0.0275455;0.213964;0.0241334;0.0337717;-0.0443331;-0.152892;-0.161303;0.263564;0.93869
0.184351;-0.0233905;0.192466;-0.0123827;0.0108279;-0.110528;-0.115253;-0.174206;0.266036;0.94106
0.182015;-0.0256968;0.160261;-0.0628415;-0.0271434;-0.149277;-0.0711003;-0.171496;0.258573;0.947984
0.156108;-0.0361538;0.125355;-0.13711;-0.0616006;-0.118174;-0.0230282;-0.164909;0.2299;0.958864
0.121725;-0.0493147;0.0987452;-0.139213;-0.0510373;-0.0906868;-0.000186625;-0.155986;0.200503;0.967195
0.0888966;-0.0601066;0.0812642;-0.120078;-0.0422982;-0.0671953;0.0195615;-0.148994;0.167175;0.974408
0.0581518;-0.0725121;0.0728216;-0.116449;-0.0425397;-0.0326622;0.0249872;-0.136883;0.138319;0.980564
0.0337928;-0.0787948;0.0659548;-0.0896768;-0.0162709;-0.0336192;0.0198752;-0.115708;0.111445;0.986811
0.00689035;-0.0846586;0.0554168;-0.108647;-0.0314889;-0.0309744;0.0213745;-0.0905841;0.0754951;0.992793
-0.0171412;-0.0898926;0.0533754;-0.0955235;-0.0195615;-0.0242126;0.0277443;-0.070572;0.0365276;0.996451
-0.0388299;-0.0953383;0.0487006;-0.0475941;-0.0261004;-0.00550349;0.0355814;-0.0464686;-0.00550807;0.998271
-0.0447404;-0.100091;0.05006;0.00534175;-0.0113817;0.012321;0.0423885;-0.0384429;-0.0777498;0.995329
-0.0359801;-0.100298;0.04678;0.0305635;0.00845666;-0.031025;0.048665;-0.0370253;-0.119617;0.990935
-0.0357363;-0.0974091;0.0382319;-0.0392569;0.00990235;-0.0355161;0.0586287;-0.0252348;-0.172213;0.98299
-0.051758;-0.0942483;0.0309123;-0.0852137;0.0181533;-0.0329632;0.0687801;-0.0128624;-0.224111;0.972048
-0.075157;-0.0896532;0.0221536;-0.0859091;0.0163574;-0.0114819;0.0792842;-0.00444308;-0.2841;0.955501
-0.087564;-0.0851628;0.0208903;-0.0177029;0.0115035;-0.0018898;0.0798795;0.00196108;-0.327853;0.941343
-0.0862173;-0.0797404;0.0213255;0.0190291;0.0254763;0.00208592;0.0763574;0.00606339;-0.348947;0.934007
-0.076151;-0.0725923;0.0220762;0.047517;0.0263979;0.00797755;0.0719349;0.0088288;-0.324532;0.943094
-0.062869;-0.0672553;0.0261862;0.056141;0.0175411;0.019744;0.070269;0.00827885;-0.268594;0.960651
-0.0492741;-0.0616705;0.0334367;0.0459654;0.0155958;0.0205608;0.0619825;0.00214603;-0.20837;0.976082
-0.0397034;-0.0590989;0.0398576;0.0297292;0.0116597;0.0395585;0.0612869;0.000506923;-0.131767;0.989384
-0.0318061;-0.0561905;0.0433147;0.0355467;0.014789;0.00112891;0.0593212;-0.0118037;-0.0658639;0.995994
-0.0232739;-0.0513383;0.0414381;0.0365843;0.0231283;-0.018521;0.0726175;-0.0288538;-0.0058379;0.996925
-0.0169161;-0.0487328;0.0327828;-0.000130377;-0.00535346;-0.0741749;0.0996564;-0.0334555;0.0178101;0.9943
-0.0228417;-0.0518658;0.00532962;-0.0386913;0.0116808;-0.0988212;0.157943;-0.0335262;0.017067;0.986731
-0.0340688;-0.0582716;-0.00649094;-0.0284268;-0.094359;0.027812;0.187023;-0.0235191;0.00521237;0.98206
-0.0269336;-0.092211;0.000103972;0.0803995;-0.155753;0.0180308;0.135461;-0.0107989;-0.00338087;0.990718
-0.0143997;-0.131208;0.0041325;-0.00981548;-0.158798;0.0377436;0.104376;-0.0207993;-0.0095124;0.994275
-0.032531;-0.175061;0.000226349;-0.108946;-0.200345;-0.0923047;0.102733;-0.0177622;-0.0234257;0.994274
-0.0577695;-0.227388;-0.0173391;-0.069951;-0.2073;-0.0612608;0.103841;-0.00487753;-0.039676;0.99379
-0.0719086;-0.275428;-0.0320689;-0.0692077;-0.178741;-0.0510923;0.113635;-0.00974485;-0.0426497;0.992559
-0.0925591;-0.317558;-0.0474194;-0.0508395;-0.14688;-0.0636448;0.117074;-0.0142156;-0.045828;0.991963
-0.093181;-0.334771;-0.0691046;0.0152238;0.00357193;-0.095151;0.140129;-0.00882043;-0.0397541;0.989296
-0.0843882;-0.326251;-0.086082;0.0524109;0.0693734;-0.0819463;0.178968;-0.0168023;-0.0320818;0.983188
-0.0734246;-0.310864;-0.102656;0.0342172;0.0660116;-0.0651294;0.215205;-0.0221968;-0.0244244;0.976011
-0.0600797;-0.293283;-0.123079;0.0701417;0.0670385;-0.0941199;0.262288;-0.0247452;-0.0122954;0.964594
-0.0325056;-0.277134;-0.150213;0.139021;0.0614097;-0.111466;0.301437;-0.0232736;0.0127117;0.953117
0.00126066;-0.266548;-0.173055;0.120732;0.0569627;-0.102786;0.332367;-0.0229646;0.0403649;0.942006
0.0308323;-0.252252;-0.189408;0.150674;0.0414532;-0.0145016;0.358525;-0.0221907;0.0731266;0.930387
0.0694054;-0.240632;-0.181056;0.171643;0.0534067;0.045809;0.369172;-0.0281846;0.120984;0.921022
0.111972;-0.2261;-0.175639;0.170108;0.0601806;0.00442297;0.388491;-0.0268967;0.166885;0.905815
0.147554;-0.21507;-0.168157;0.111926;0.015039;0.0504062;0.382532;-0.0359831;0.208251;0.899448
0.166924;-0.221229;-0.146135;0.029281;-0.0570951;0.100339;0.330817;-0.0431652;0.224707;0.915535
0.168083;-0.237258;-0.11958;-0.0219679;-0.0874534;0.125646;0.279807;-0.041232;0.228224;0.931623
0.163044;-0.258125;-0.0827404;0.00484453;-0.0738094;0.155712;0.221295;-0.0439188;0.232705;0.946017
0.166449;-0.277999;-0.0408591;-0.0115546;-0.073984;0.178139;0.157311;-0.0551009;0.235041;0.957587
0.156091;-0.292345;0.000325988;-0.0544276;-0.0550921;0.171616;0.10026;-0.0521119;0.227734;0.967145
0.136019;-0.306676;0.0421391;-0.0922676;-0.0534516;0.155133;0.0521538;-0.0484122;0.211375;0.974811
0.109921;-0.322036;0.0771483;-0.0984502;-0.0576932;0.158966;0.0135159;-0.0449644;0.191974;0.980276
0.087863;-0.334574;0.123009;-0.0932245;-0.0288016;0.181442;-0.0346873;-0.060261;0.177676;0.98163
0.0612974;-0.33745;0.163525;-0.115529;-0.00122962;0.158064;-0.0755073;-0.0583262;0.157187;0.982949
0.0316206;-0.342945;0.204008;-0.121512;-0.0408238;0.112498;-0.111589;-0.0577426;0.137813;0.982457
-0.00455713;-0.355496;0.210378;-0.174977;-0.0538613;-0.0265227;-0.124499;-0.0440024;0.108798;0.985255
-0.0565396;-0.371574;0.199348;-0.220306;-0.0452303;-0.0497963;-0.125103;-0.0184909;0.0634222;0.989942
-0.11011;-0.377323;0.185552;-0.211822;0.00352825;-0.0590415;-0.111783;0.00686395;0.019233;0.993523
-0.16492;-0.371405;0.169408;-0.216903;0.0409931;-0.0259349;-0.0968786;0.024035;-0.0240269;0.994716
-0.219513;-0.360466;0.168451;-0.226441;0.0467608;-0.00363601;-0.0925177;0.0448788;-0.069651;0.992258
-0.279424;-0.343261;0.162133;-0.221434;0.0748261;-0.0284125;-0.0773027;0.0548543;-0.110075;0.989393
-0.335927;-0.32724;0.151549;-0.169293;0.0698123;-0.074788;-0.0562652;0.0635342;-0.140552;0.986429
-0.361726;-0.310258;0.127376;-0.0607243;0.0629173;-0.134789;-0.0189491;0.0717332;-0.163869;0.983688
-0.371874;-0.296757;0.0899546;-3.3637e-05;0.0493817;-0.178591;0.0237367;0.0662694;-0.172874;0.982425
-0.37087;-0.282616;0.0415319;6.36979e-05;0.0629602;-0.192827;0.072992;0.0623127;-0.179223;0.979116
-0.364582;-0.264543;-0.0120646;0.020596;0.0543484;-0.199333;0.131489;0.0545164;-0.179892;0.973333
-0.35757;-0.249877;-0.0557778;0.035827;0.0598185;-0.163779;0.170909;0.0488753;-0.174206;0.968532
-0.347829;-0.235773;-0.0943194;0.00812282;0.060578;-0.157005;0.218563;0.0475482;-0.173553;0.959087
-0.364744;-0.211528;-0.131357;-0.152089;0.117497;-0.112281;0.254682;0.0532009;-0.195899;0.945479
-0.413046;-0.182294;-0.147512;-0.223382;0.131028;-0.0107442;0.267532;0.0521266;-0.238274;0.932167
-0.469047;-0.143933;-0.152706;-0.171491;0.150837;-0.0633908;0.283521;0.0475918;-0.276759;0.916927
-0.492362;-0.107506;-0.18206;-0.0338272;0.126681;-0.167529;0.322185;0.0407811;-0.296962;0.897968
-0.481314;-0.0879371;-0.216059;0.133494;0.0163374;-0.119275;0.358149;0.0279747;-0.286279;0.888252
-0.431818;-0.0954912;-0.239499;0.236806;-0.0661714;-0.0837667;0.381497;0.0215583;-0.244361;0.891226
-0.373899;-0.111307;-0.251026;0.24198;-0.0763414;-0.01337;0.395867;0.0262508;-0.190853;0.897873
-0.316939;-0.131945;-0.247296;0.216704;-0.0775756;0.0259469;0.390776;0.0261801;-0.142827;0.908961
-0.268857;-0.14121;-0.245805;0.178202;-0.0393026;0.00323023;0.400393;0.0252185;-0.0983346;0.910703
-0.230773;-0.155152;-0.235152;0.137035;-0.0684112;0.0640304;0.36699;0.0281716;-0.0706725;0.927108
-0.204828;-0.17254;-0.212392;0.078713;-0.0737824;0.101228;0.323528;0.0251633;-0.049326;0.944597
-0.195129;-0.187879;-0.181859;0.00412269;-0.0537484;0.140303;0.260702;0.0240479;-0.0453306;0.964055
-0.196596;-0.198045;-0.139067;0.00981143;-0.0156501;0.182336;0.178282;0.00995972;-0.0414814;0.983054
-0.189091;-0.19103;-0.100702;0.0547414;0.0478228;0.0930565;0.0803208;-0.00407185;-0.0324534;0.996232
-0.173951;-0.17321;-0.089741;0.0617222;0.0777449;0.0225983;0.0198059;-0.0156604;-0.031887;0.999173
-0.157069;-0.148732;-0.0784922;0.0800557;0.118492;0.0494811;-0.0457281;0.0100325;-0.00540614;0.998889
-0.140341;-0.122786;-0.082568;0.0218125;0.0496445;-0.0475157;-0.037766;0.0199082;0.032236;0.998568
-0.140548;-0.114618;-0.0749193;-0.00152944;0.0285627;0.106308;-0.0126254;0.0016974;0.031592;0.99942
-0.145412;-0.115179;-0.0754738;-0.00850352;-0.00730008;-0.104489;-0.0219133;0.0376993;0.0248961;0.998739
-0.142852;-0.110485;-0.0929056;0.0341845;0.039334;-0.0353557;-0.0137792;0.0406851;0.0211307;0.998854
